tchala_lang,dream_text,numbers,primary_number,status,source_name,source_url,dedupe_key,notes
ht,Rat,29.90.26,29,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,rat,imported_from_public_web_page
ht,Ravin,01,01,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,ravin,imported_from_public_web_page
ht,Ravèt,48.33.30,48,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,ravet,imported_from_public_web_page
ht,Recho,13,13,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,recho,imported_from_public_web_page
ht,Reken,45,45,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,reken,imported_from_public_web_page
ht,Restoran,68.28.78,68,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,restoran,imported_from_public_web_page
ht,Rezen,19.90.42,19,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,rezen,imported_from_public_web_page
ht,Ri,64.13,64,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,ri,imported_from_public_web_page
ht,Richès,50.51,50,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,riches,imported_from_public_web_page
ht,Rido,51.53.45,51,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,rido,imported_from_public_web_page
ht,Rigòl,56.85,56,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,rigol,imported_from_public_web_page
ht,Rivyè klè,19.33,19,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,rivye_kle,imported_from_public_web_page
ht,Rivyè sal,07.09.23,07,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,rivye_sal,imported_from_public_web_page
ht,Rèn,56.31.82,56,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,ren,imported_from_public_web_page
ht,Sab,89.97,89,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,sab,imported_from_public_web_page
ht,Sak,33.78,33,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,sak,imported_from_public_web_page
ht,San,45.61.05,45,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,san,imported_from_public_web_page
ht,Sandal,09.52,09,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,sandal,imported_from_public_web_page
ht,Savon,76.34.15.92,76,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,savon,imported_from_public_web_page
ht,Seremoni,02.07,02,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,seremoni,imported_from_public_web_page
ht,Sik,06,06,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,sik,imported_from_public_web_page
ht,Simityè,03.13,03,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,simitye,imported_from_public_web_page
ht,Sinema,75,75,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,sinema,imported_from_public_web_page
ht,Sirèt,38.51.56,38,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,siret,imported_from_public_web_page
ht,Siwo,82.90,82,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,siwo,imported_from_public_web_page
ht,Solèy,61.25.33,61,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,soley,imported_from_public_web_page
ht,Sosis,08.97.22,08,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,sosis,imported_from_public_web_page
ht,Sou,10.32.51,10,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,sou,imported_from_public_web_page
ht,Soulye,88.11.28,88,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,soulye,imported_from_public_web_page
ht,Soup,38.45.58,38,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,soup,imported_from_public_web_page
ht,Sourit,15.29.05.89,15,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,sourit,imported_from_public_web_page
ht,Soutyen,61.06.43,61,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,soutyen,imported_from_public_web_page
ht,Swaf,25.75.51,25,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,swaf,imported_from_public_web_page
ht,Syèl,66.89,66,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,syel,imported_from_public_web_page
ht,Sèkèy,22.31,22,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,sekey,imported_from_public_web_page
ht,Sèl,09.16.18,09,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,sel,imported_from_public_web_page
ht,Tabak,21.32.43.51,21,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,tabak,imported_from_public_web_page
ht,Tablo,17.60,17,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,tablo,imported_from_public_web_page
ht,Tanbou,30.28,30,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,tanbou,imported_from_public_web_page
ht,Tapi,17,17,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,tapi,imported_from_public_web_page
ht,Telefòn,70,70,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,telefon,imported_from_public_web_page
ht,Teren,65,65,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,teren,imported_from_public_web_page
ht,Teyat,80.02,80,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,teyat,imported_from_public_web_page
ht,Ti Monnen Lajan,11.78,11,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,ti_monnen_lajan,imported_from_public_web_page
ht,Timoun,04.13.25,04,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,timoun,imported_from_public_web_page
ht,Tiyo,22.05.34,22,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,tiyo,imported_from_public_web_page
ht,Tomat,74.45,74,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,tomat,imported_from_public_web_page
ht,Tonb,67.08,67,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,tonb,imported_from_public_web_page
ht,Travay,54.25.78,54,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,travay,imported_from_public_web_page
ht,Tren,73.12.70,73,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,tren,imported_from_public_web_page
ht,Tribinal,35.37,35,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,tribinal,imported_from_public_web_page
ht,Twonpèt,32,32,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,twonpet,imported_from_public_web_page
ht,Twou,07.09,07,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,twou,imported_from_public_web_page
ht,Tòl,63,63,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,tol,imported_from_public_web_page
ht,Van,75.86.32,75,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,van,imported_from_public_web_page
ht,Vwayaj,44.61.92.16.08.21,44,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,vwayaj,imported_from_public_web_page
ht,Vòlè,59.47.07,59,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,vole,imported_from_public_web_page
ht,Wa,27.56.78,27,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,wa,imported_from_public_web_page
ht,Woz,32.35,32,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,woz,imported_from_public_web_page
ht,Wòb,02.51.21.75,02,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,wob,imported_from_public_web_page
ht,Wòch,25.96.21,25,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,woch,imported_from_public_web_page
ht,Zam,44.45.30,44,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,zam,imported_from_public_web_page
ht,Ze,60.00.13.16.75.87,60,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,ze,imported_from_public_web_page
ht,Zegwi,38.11.07.17,38,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,zegwi,imported_from_public_web_page
ht,Zoranj,44.02.40.13,44,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,zoranj,imported_from_public_web_page
ht,Zouti,29,29,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,zouti,imported_from_public_web_page
ht,Zwazo,47.60.27.02,47,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,zwazo,imported_from_public_web_page
ht,Zèb,89.12.43,89,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,zeb,imported_from_public_web_page
ht,Ènmi,60.04.73.32,60,APPROVED,lotto.ht/tchala,https://lotto.ht/tchala,enmi,imported_from_public_web_page
