module,package,controller,tag,class_base_path,http_method,method_path,full_path,java_method,pre_authorize,required_feature,source,line
tchalanet-server,com.tchalanet.server.catalog.drawchannel.internal.web,PlatformDrawChannelGameController,Platform • Draw Channel Games,/platform/draw-channels/{channelId}/games,GET,,/platform/draw-channels/{channelId}/games,list,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/drawchannel/internal/web/PlatformDrawChannelGameController.java,29
tchalanet-server,com.tchalanet.server.catalog.drawchannel.internal.web,PlatformDrawChannelGameController,Platform • Draw Channel Games,/platform/draw-channels/{channelId}/games,POST,,/platform/draw-channels/{channelId}/games,upsert,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/drawchannel/internal/web/PlatformDrawChannelGameController.java,38
tchalanet-server,com.tchalanet.server.catalog.drawchannel.internal.web,PlatformDrawChannelGameController,Platform • Draw Channel Games,/platform/draw-channels/{channelId}/games,POST,/bulk,/platform/draw-channels/{channelId}/games/bulk,bulkUpsert,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/drawchannel/internal/web/PlatformDrawChannelGameController.java,49
tchalanet-server,com.tchalanet.server.catalog.i18n.internal.web,PlatformI18nOverridesController,Platform • I18n Overrides,/platform/i18n-overrides,GET,,/platform/i18n-overrides,search,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/i18n/internal/web/PlatformI18nOverridesController.java,37
tchalanet-server,com.tchalanet.server.catalog.i18n.internal.web,PlatformI18nOverridesController,Platform • I18n Overrides,/platform/i18n-overrides,POST,,/platform/i18n-overrides,create,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/i18n/internal/web/PlatformI18nOverridesController.java,57
tchalanet-server,com.tchalanet.server.catalog.i18n.internal.web,PlatformI18nOverridesController,Platform • I18n Overrides,/platform/i18n-overrides,GET,/overview,/platform/i18n-overrides/overview,overview,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/i18n/internal/web/PlatformI18nOverridesController.java,90
tchalanet-server,com.tchalanet.server.catalog.i18n.internal.web,PlatformI18nOverridesController,Platform • I18n Overrides,/platform/i18n-overrides,GET,/resolve,/platform/i18n-overrides/resolve,resolvePlatform,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/i18n/internal/web/PlatformI18nOverridesController.java,100
tchalanet-server,com.tchalanet.server.features.ops.batch,OpsBatchExecutionController,Ops • Batch Executions,/platform/ops/batch/executions,GET,,/platform/ops/batch/executions,listExecutions,hasRole('SUPER_ADMIN'),,tchalanet-features/src/main/java/com/tchalanet/server/features/ops/batch/OpsBatchExecutionController.java,27
tchalanet-server,com.tchalanet.server.features.ops.batch,OpsBatchGateController,Ops • Batch Gate,/platform/ops/batch/gates,GET,:effective,/platform/ops/batch/gates/:effective,getEffectiveGates,hasRole('SUPER_ADMIN'),,tchalanet-features/src/main/java/com/tchalanet/server/features/ops/batch/OpsBatchGateController.java,46
tchalanet-server,com.tchalanet.server.features.ops.batch,OpsBatchJobController,Ops • Batch Jobs,/platform/ops/batch/jobs,GET,,/platform/ops/batch/jobs,listJobs,hasRole('SUPER_ADMIN'),,tchalanet-features/src/main/java/com/tchalanet/server/features/ops/batch/OpsBatchJobController.java,24
tchalanet-server,com.tchalanet.server.features.ops.cache,CacheOpsController,Ops • Cache,/platform/ops/cache,DELETE,,/platform/ops/cache,clearAllCaches,hasRole('SUPER_ADMIN'),,tchalanet-features/src/main/java/com/tchalanet/server/features/ops/cache/CacheOpsController.java,57
tchalanet-server,com.tchalanet.server.features.ops.cache,CacheOpsController,Ops • Cache,/platform/ops/cache,GET,,/platform/ops/cache,listCaches,hasRole('SUPER_ADMIN'),,tchalanet-features/src/main/java/com/tchalanet/server/features/ops/cache/CacheOpsController.java,31
tchalanet-server,com.tchalanet.server.platform.communication.internal.web,PlatformCommunicationOpsController,Platform Ops • Communication,/platform/ops/communication,POST,/email-test,/platform/ops/communication/email-test,testEmail,hasRole('SUPER_ADMIN'),,tchalanet-platform/src/main/java/com/tchalanet/server/platform/communication/internal/web/PlatformCommunicationOpsController.java,48
tchalanet-server,com.tchalanet.server.platform.communication.internal.web,PlatformCommunicationOpsController,Platform Ops • Communication,/platform/ops/communication,POST,/slack-test,/platform/ops/communication/slack-test,testSlack,hasRole('SUPER_ADMIN'),,tchalanet-platform/src/main/java/com/tchalanet/server/platform/communication/internal/web/PlatformCommunicationOpsController.java,30
tchalanet-server,com.tchalanet.server.features.ops.drawresult,DrawResultsOpsController,Ops • Draw Results,/platform/ops/draw-results,GET,,/platform/ops/draw-results,search,hasRole('SUPER_ADMIN'),,tchalanet-features/src/main/java/com/tchalanet/server/features/ops/drawresult/DrawResultsOpsController.java,207
tchalanet-server,com.tchalanet.server.features.ops.drawresult,DrawResultsOpsController,Ops • Draw Results,/platform/ops/draw-results,GET,/by-slot,/platform/ops/draw-results/by-slot,getBySlot,hasRole('SUPER_ADMIN'),,tchalanet-features/src/main/java/com/tchalanet/server/features/ops/drawresult/DrawResultsOpsController.java,237
tchalanet-server,com.tchalanet.server.features.ops.drawresult,DrawResultsOpsController,Ops • Draw Results,/platform/ops/draw-results,POST,/fetch,/platform/ops/draw-results/fetch,fetch,hasRole('SUPER_ADMIN'),,tchalanet-features/src/main/java/com/tchalanet/server/features/ops/drawresult/DrawResultsOpsController.java,58
tchalanet-server,com.tchalanet.server.features.ops.drawresult,DrawResultsOpsController,Ops • Draw Results,/platform/ops/draw-results,POST,/manual,/platform/ops/draw-results/manual,manual,hasRole('SUPER_ADMIN'),,tchalanet-features/src/main/java/com/tchalanet/server/features/ops/drawresult/DrawResultsOpsController.java,158
tchalanet-server,com.tchalanet.server.features.ops.drawresult,DrawResultsOpsController,Ops • Draw Results,/platform/ops/draw-results,POST,/override,/platform/ops/draw-results/override,override,hasRole('SUPER_ADMIN'),,tchalanet-features/src/main/java/com/tchalanet/server/features/ops/drawresult/DrawResultsOpsController.java,130
tchalanet-server,com.tchalanet.server.features.ops.drawresult,DrawResultsOpsController,Ops • Draw Results,/platform/ops/draw-results,POST,/refresh,/platform/ops/draw-results/refresh,refresh,hasRole('SUPER_ADMIN'),,tchalanet-features/src/main/java/com/tchalanet/server/features/ops/drawresult/DrawResultsOpsController.java,87
tchalanet-server,com.tchalanet.server.features.ops.draw,DrawCalendarOpsController,Ops • Scheduler,/platform/ops/draws,POST,/apply,/platform/ops/draws/apply,apply,hasRole('SUPER_ADMIN'),,tchalanet-features/src/main/java/com/tchalanet/server/features/ops/draw/DrawCalendarOpsController.java,155
tchalanet-server,com.tchalanet.server.features.ops.draw,DrawCalendarOpsController,Ops • Scheduler,/platform/ops/draws,POST,/close-due,/platform/ops/draws/close-due,closeDue,hasRole('SUPER_ADMIN'),,tchalanet-features/src/main/java/com/tchalanet/server/features/ops/draw/DrawCalendarOpsController.java,139
tchalanet-server,com.tchalanet.server.features.ops.draw,DrawCalendarOpsController,Ops • Scheduler,/platform/ops/draws,POST,/generate,/platform/ops/draws/generate,generate,hasRole('SUPER_ADMIN'),,tchalanet-features/src/main/java/com/tchalanet/server/features/ops/draw/DrawCalendarOpsController.java,58
tchalanet-server,com.tchalanet.server.features.ops.draw,DrawCalendarOpsController,Ops • Scheduler,/platform/ops/draws,POST,/open-today,/platform/ops/draws/open-today,openToday,hasRole('SUPER_ADMIN'),,tchalanet-features/src/main/java/com/tchalanet/server/features/ops/draw/DrawCalendarOpsController.java,120
tchalanet-server,com.tchalanet.server.platform.notification.internal.web,OpsNotificationController,Ops • Notifications,/platform/ops/notifications,POST,/test,/platform/ops/notifications/test,testNotification,hasRole('SUPER_ADMIN'),,tchalanet-platform/src/main/java/com/tchalanet/server/platform/notification/internal/web/OpsNotificationController.java,37
tchalanet-server,com.tchalanet.server.platform.identity.internal.web.ops,PlatformIdentitySyncOpsController,Platform Ops • Sync,/platform/ops/sync,POST,/identity/firebase-bootstrap-users,/platform/ops/sync/identity/firebase-bootstrap-users,triggerFirebaseBootstrapSync,hasRole('SUPER_ADMIN'),,tchalanet-platform/src/main/java/com/tchalanet/server/platform/identity/internal/web/ops/PlatformIdentitySyncOpsController.java,19
tchalanet-server,com.tchalanet.server.features.platformadmin.overview,PlatformAdminOverviewController,,/platform/overview,GET,,/platform/overview,overview,hasRole('SUPER_ADMIN'),,tchalanet-features/src/main/java/com/tchalanet/server/features/platformadmin/overview/PlatformAdminOverviewController.java,16
tchalanet-server,com.tchalanet.server.catalog.pagemodeltemplate.internal.web,PlatformPageModelTemplateController,Platform • PageModel Template,/platform/page-model-templates,GET,,/platform/page-model-templates,search,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/pagemodeltemplate/internal/web/PlatformPageModelTemplateController.java,34
tchalanet-server,com.tchalanet.server.catalog.pagemodeltemplate.internal.web,PlatformPageModelTemplateController,Platform • PageModel Template,/platform/page-model-templates,POST,,/platform/page-model-templates,create,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/pagemodeltemplate/internal/web/PlatformPageModelTemplateController.java,51
tchalanet-server,com.tchalanet.server.catalog.pagemodeltemplate.internal.web,PlatformPageModelTemplateController,Platform • PageModel Template,/platform/page-model-templates,GET,/visible,/platform/page-model-templates/visible,visible,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/pagemodeltemplate/internal/web/PlatformPageModelTemplateController.java,28
tchalanet-server,com.tchalanet.server.catalog.plan.internal.web,PlanAdminController,,/platform/plans,GET,,/platform/plans,list,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/plan/internal/web/PlanAdminController.java,28
tchalanet-server,com.tchalanet.server.catalog.plan.internal.web,PlanAdminController,,/platform/plans,POST,,/platform/plans,create,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/plan/internal/web/PlanAdminController.java,40
tchalanet-server,com.tchalanet.server.catalog.pricing.internal.web,PricingAdminController,Platform • Pricing,/platform/pricing,GET,,/platform/pricing,listActive,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/pricing/internal/web/PricingAdminController.java,27
tchalanet-server,com.tchalanet.server.catalog.pricing.internal.web,PricingAdminController,Platform • Pricing,/platform/pricing,POST,,/platform/pricing,create,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/pricing/internal/web/PricingAdminController.java,41
tchalanet-server,com.tchalanet.server.platform.publiccontent.internal.web,PlatformPublicContentAdminController,Platform • Public Content Admin,/platform/public-content/news,GET,,/platform/public-content/news,list,hasRole('SUPER_ADMIN'),,tchalanet-platform/src/main/java/com/tchalanet/server/platform/publiccontent/internal/web/PlatformPublicContentAdminController.java,33
tchalanet-server,com.tchalanet.server.platform.publiccontent.internal.web,PlatformPublicContentAdminController,Platform • Public Content Admin,/platform/public-content/news,POST,,/platform/public-content/news,upsert,hasRole('SUPER_ADMIN'),,tchalanet-platform/src/main/java/com/tchalanet/server/platform/publiccontent/internal/web/PlatformPublicContentAdminController.java,39
tchalanet-server,com.tchalanet.server.platform.publiccontent.internal.web,PlatformPublicContentAdminController,Platform • Public Content Admin,/platform/public-content/news,POST,/force-refresh,/platform/public-content/news/force-refresh,forceRefresh,hasRole('SUPER_ADMIN'),,tchalanet-platform/src/main/java/com/tchalanet/server/platform/publiccontent/internal/web/PlatformPublicContentAdminController.java,77
tchalanet-server,com.tchalanet.server.catalog.resultslot.internal.web,ResultSlotAdminController,Platform • Result Slots,/platform/result-slots,POST,,/platform/result-slots,create,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/resultslot/internal/web/ResultSlotAdminController.java,47
tchalanet-server,com.tchalanet.server.catalog.resultslot.internal.web,ResultSlotAdminController,Platform • Result Slots,/platform/result-slots,GET,/active,/platform/result-slots/active,listActive,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/resultslot/internal/web/ResultSlotAdminController.java,27
tchalanet-server,com.tchalanet.server.catalog.resultslot.internal.web,ResultSlotCalendarAdminController,Platform • Result Slot Calendar,/platform/result-slots/{resultSlotId}/calendar,GET,,/platform/result-slots/{resultSlotId}/calendar,list,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/resultslot/internal/web/ResultSlotCalendarAdminController.java,28
tchalanet-server,com.tchalanet.server.catalog.resultslot.internal.web,ResultSlotCalendarAdminController,Platform • Result Slot Calendar,/platform/result-slots/{resultSlotId}/calendar,POST,,/platform/result-slots/{resultSlotId}/calendar,create,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/resultslot/internal/web/ResultSlotCalendarAdminController.java,35
tchalanet-server,com.tchalanet.server.catalog.settings.internal.web,PlatformSettingsController,Platform • Settings,/platform/settings,GET,,/platform/settings,search,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/settings/internal/web/PlatformSettingsController.java,36
tchalanet-server,com.tchalanet.server.catalog.settings.internal.web,PlatformSettingsController,Platform • Settings,/platform/settings,POST,,/platform/settings,create,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/settings/internal/web/PlatformSettingsController.java,65
tchalanet-server,com.tchalanet.server.catalog.settings.internal.web,PlatformSettingsController,Platform • Settings,/platform/settings,GET,/overview,/platform/settings/overview,overview,hasRole('SUPER_ADMIN'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/settings/internal/web/PlatformSettingsController.java,87
tchalanet-server,com.tchalanet.server.platform.identity.internal.web.platform,PlatformSuperAdminController,Platform • Super Admins,/platform/super-admins,GET,,/platform/super-admins,list,hasRole('SUPER_ADMIN'),,tchalanet-platform/src/main/java/com/tchalanet/server/platform/identity/internal/web/platform/PlatformSuperAdminController.java,37
tchalanet-server,com.tchalanet.server.platform.identity.internal.web.platform,PlatformSuperAdminController,Platform • Super Admins,/platform/super-admins,POST,,/platform/super-admins,create,hasRole('SUPER_ADMIN'),,tchalanet-platform/src/main/java/com/tchalanet/server/platform/identity/internal/web/platform/PlatformSuperAdminController.java,50
tchalanet-server,com.tchalanet.server.features.platformadmin.tenantonboarding,TenantProvisioningController,Platform Admin • Tenant Onboarding,/platform/tenant-onboarding,POST,/preview,/platform/tenant-onboarding/preview,preview,hasRole('SUPER_ADMIN'),,tchalanet-features/src/main/java/com/tchalanet/server/features/platformadmin/tenantonboarding/TenantProvisioningController.java,25
tchalanet-server,com.tchalanet.server.features.platformadmin.tenantonboarding,TenantProvisioningController,Platform Admin • Tenant Onboarding,/platform/tenant-onboarding,POST,/provision,/platform/tenant-onboarding/provision,provision,hasRole('SUPER_ADMIN'),,tchalanet-features/src/main/java/com/tchalanet/server/features/platformadmin/tenantonboarding/TenantProvisioningController.java,32
tchalanet-server,com.tchalanet.server.platform.tenant.internal.web,TenantAdminController,Platform - Tenants,/platform/tenants,GET,,/platform/tenants,list,"hasPermission(null, 'tenant.read')",,tchalanet-platform/src/main/java/com/tchalanet/server/platform/tenant/internal/web/TenantAdminController.java,43
tchalanet-server,com.tchalanet.server.platform.tenant.internal.web,TenantAdminController,Platform - Tenants,/platform/tenants,POST,,/platform/tenants,create,"hasPermission(null, 'tenant.create')",,tchalanet-platform/src/main/java/com/tchalanet/server/platform/tenant/internal/web/TenantAdminController.java,70
tchalanet-server,com.tchalanet.server.platform.tenant.internal.web,TenantAdminController,Platform - Tenants,/platform/tenants,GET,/by-code,/platform/tenants/by-code,getByCode,"hasPermission(null, 'tenant.read')",,tchalanet-platform/src/main/java/com/tchalanet/server/platform/tenant/internal/web/TenantAdminController.java,64
tchalanet-server,com.tchalanet.server.platform.contactrequest.internal.web,PublicContactRequestController,Public • Contact Requests,/public/contact-requests,POST,,/public/contact-requests,submit,,,tchalanet-platform/src/main/java/com/tchalanet/server/platform/contactrequest/internal/web/PublicContactRequestController.java,27
tchalanet-server,com.tchalanet.server.features.publicdrawresults,PublicDrawResultController,Public • Draw Results,/public/draw-results,GET,/history,/public/draw-results/history,history,,,tchalanet-features/src/main/java/com/tchalanet/server/features/publicdrawresults/PublicDrawResultController.java,40
tchalanet-server,com.tchalanet.server.features.publicdrawresults,PublicDrawResultController,Public • Draw Results,/public/draw-results,GET,/latest,/public/draw-results/latest,latest,,,tchalanet-features/src/main/java/com/tchalanet/server/features/publicdrawresults/PublicDrawResultController.java,31
tchalanet-server,com.tchalanet.server.catalog.i18n.internal.web,PublicI18nRuntimeController,Public • i18n,,GET,/public/i18n,/public/i18n,getBundle,permitAll(),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/i18n/internal/web/PublicI18nRuntimeController.java,28
tchalanet-server,com.tchalanet.server.platform.identity.internal.web.me,IdentityPasswordResetController,Identity • Password Reset,/public/identity,POST,/reset-password,/public/identity/reset-password,resetPassword,,,tchalanet-platform/src/main/java/com/tchalanet/server/platform/identity/internal/web/me/IdentityPasswordResetController.java,21
tchalanet-server,com.tchalanet.server.features.pagemodel.publicpage,PublicManagersController,Public • PageModel,/public/managers,GET,,/public/managers,resolve,,,tchalanet-features/src/main/java/com/tchalanet/server/features/pagemodel/publicpage/PublicManagersController.java,21
tchalanet-server,com.tchalanet.server.platform.publiccontent.internal.web,PublicNewsController,Public • News,/public/news,GET,,/public/news,listPublicNews,,,tchalanet-platform/src/main/java/com/tchalanet/server/platform/publiccontent/internal/web/PublicNewsController.java,24
tchalanet-server,com.tchalanet.server.features.pagemodel.publicpage,PublicPageModelController,Public • PageModel,/public/page,GET,,/public/page,resolve,,,tchalanet-features/src/main/java/com/tchalanet/server/features/pagemodel/publicpage/PublicPageModelController.java,21
tchalanet-server,com.tchalanet.server.platform.keymanagement.internal.web,BackendPublicKeysController,Security • Backend Public Keys,/public/security/backend-signing-keys,GET,,/public/security/backend-signing-keys,listActiveKeys,,,tchalanet-platform/src/main/java/com/tchalanet/server/platform/keymanagement/internal/web/BackendPublicKeysController.java,19
tchalanet-server,com.tchalanet.server.catalog.settings.internal.web,PublicSettingsRuntimeController,Public • Settings,,GET,/public/settings,/public/settings,getPublicSettings,permitAll(),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/settings/internal/web/PublicSettingsRuntimeController.java,24
tchalanet-server,com.tchalanet.server.core.haiti.internal.infra.web.publicapi,PublicTchalaController,Public • Tchala,/public/tchala,GET,/by-dream,/public/tchala/by-dream,byDream,,,tchalanet-core/src/main/java/com/tchalanet/server/core/haiti/internal/infra/web/publicapi/PublicTchalaController.java,80
tchalanet-server,com.tchalanet.server.core.haiti.internal.infra.web.publicapi,PublicTchalaController,Public • Tchala,/public/tchala,GET,/by-number,/public/tchala/by-number,byNumber,,,tchalanet-core/src/main/java/com/tchalanet/server/core/haiti/internal/infra/web/publicapi/PublicTchalaController.java,92
tchalanet-server,com.tchalanet.server.core.haiti.internal.infra.web.publicapi,PublicTchalaController,Public • Tchala,/public/tchala,GET,/search,/public/tchala/search,search,,,tchalanet-core/src/main/java/com/tchalanet/server/core/haiti/internal/infra/web/publicapi/PublicTchalaController.java,53
tchalanet-server,com.tchalanet.server.core.haiti.internal.infra.web.publicapi,PublicTchalaController,Public • Tchala,/public/tchala,POST,/suggestions,/public/tchala/suggestions,submitSuggestion,,,tchalanet-core/src/main/java/com/tchalanet/server/core/haiti/internal/infra/web/publicapi/PublicTchalaController.java,128
tchalanet-server,com.tchalanet.server.core.haiti.internal.infra.web.publicapi,PublicTchalaController,Public • Tchala,/public/tchala,GET,/suggestions/status,/public/tchala/suggestions/status,suggestionStatus,,,tchalanet-core/src/main/java/com/tchalanet/server/core/haiti/internal/infra/web/publicapi/PublicTchalaController.java,119
tchalanet-server,com.tchalanet.server.platform.tenant.internal.web,TenantRuntimeController,Tenant Runtime,,GET,/public/tenant/runtime,/public/tenant/runtime,publicRuntime,,,tchalanet-platform/src/main/java/com/tchalanet/server/platform/tenant/internal/web/TenantRuntimeController.java,19
tchalanet-server,com.tchalanet.server.platform.tenanttheme.internal.web,PublicThemeRuntimeController,Public • Theme Runtime,,GET,/public/theme/runtime,/public/theme/runtime,publicRuntime,,,tchalanet-platform/src/main/java/com/tchalanet/server/platform/tenanttheme/internal/web/PublicThemeRuntimeController.java,20
tchalanet-server,com.tchalanet.server.features.ticketverify,TicketVerifyController,Public • Ticket Verification,/public/tickets,POST,/verify,/public/tickets/verify,verify,permitAll(),,tchalanet-features/src/main/java/com/tchalanet/server/features/ticketverify/TicketVerifyController.java,43
tchalanet-server,com.tchalanet.server.features.pos.draws,PosDrawsController,Cashier • Draws,/tenant/cashier/draws,GET,/available,/tenant/cashier/draws/available,available,"hasAuthority('ACTOR_SELLER_TERMINAL') or hasAnyRole('TENANT_OWNER', 'TENANT_ADMIN', 'SUPER_ADMIN')",,tchalanet-features/src/main/java/com/tchalanet/server/features/pos/draws/PosDrawsController.java,23
tchalanet-server,com.tchalanet.server.features.pos.games,PosGamesController,Cashier • Games,/tenant/cashier/games,GET,/available,/tenant/cashier/games/available,available,"hasAuthority('ACTOR_SELLER_TERMINAL') or hasAnyRole('TENANT_OWNER', 'TENANT_ADMIN', 'SUPER_ADMIN')",,tchalanet-features/src/main/java/com/tchalanet/server/features/pos/games/PosGamesController.java,20
tchalanet-server,com.tchalanet.server.features.pos.home.web,PosHomeController,Cashier • Home,/tenant/cashier,GET,/home,/tenant/cashier/home,mobileHome,"hasAuthority('ACTOR_SELLER_TERMINAL') or hasAnyRole('TENANT_OWNER', 'TENANT_ADMIN', 'SUPER_ADMIN')",,tchalanet-features/src/main/java/com/tchalanet/server/features/pos/home/web/PosHomeController.java,26
tchalanet-server,com.tchalanet.server.features.pos.home.web,PosHomeController,Cashier • Home,/tenant/cashier,GET,/readiness,/tenant/cashier/readiness,readiness,"hasAuthority('ACTOR_SELLER_TERMINAL') or hasAnyRole('TENANT_OWNER', 'TENANT_ADMIN', 'SUPER_ADMIN')",,tchalanet-features/src/main/java/com/tchalanet/server/features/pos/home/web/PosHomeController.java,34
tchalanet-server,com.tchalanet.server.features.pos.tickets,PosTicketsController,Cashier • Tickets,/tenant/cashier/tickets,GET,,/tenant/cashier/tickets,list,"hasAuthority('ACTOR_SELLER_TERMINAL') or hasAnyRole('TENANT_OWNER', 'TENANT_ADMIN', 'SUPER_ADMIN')",,tchalanet-features/src/main/java/com/tchalanet/server/features/pos/tickets/PosTicketsController.java,108
tchalanet-server,com.tchalanet.server.features.pos.tickets,PosTicketsController,Cashier • Tickets,/tenant/cashier/tickets,POST,/preview,/tenant/cashier/tickets/preview,preview,"hasAuthority('ACTOR_SELLER_TERMINAL') or hasAnyRole('TENANT_OWNER', 'TENANT_ADMIN', 'SUPER_ADMIN')",,tchalanet-features/src/main/java/com/tchalanet/server/features/pos/tickets/PosTicketsController.java,56
tchalanet-server,com.tchalanet.server.features.pos.tickets,PosTicketsController,Cashier • Tickets,/tenant/cashier/tickets,POST,/sell,/tenant/cashier/tickets/sell,sell,"hasAuthority('ACTOR_SELLER_TERMINAL') or hasAnyRole('TENANT_OWNER', 'TENANT_ADMIN', 'SUPER_ADMIN')",,tchalanet-features/src/main/java/com/tchalanet/server/features/pos/tickets/PosTicketsController.java,74
tchalanet-server,com.tchalanet.server.features.pos.tickets,PosTicketsController,Cashier • Tickets,/tenant/cashier/tickets,GET,/stats,/tenant/cashier/tickets/stats,stats,"hasAuthority('ACTOR_SELLER_TERMINAL') or hasAnyRole('TENANT_OWNER', 'TENANT_ADMIN', 'SUPER_ADMIN')",,tchalanet-features/src/main/java/com/tchalanet/server/features/pos/tickets/PosTicketsController.java,100
tchalanet-server,com.tchalanet.server.features.pos.tickets,PosTicketsController,Cashier • Tickets,/tenant/cashier/tickets,POST,/verify,/tenant/cashier/tickets/verify,verify,"hasAuthority('ACTOR_SELLER_TERMINAL') or hasAnyRole('TENANT_OWNER', 'TENANT_ADMIN', 'SUPER_ADMIN')",,tchalanet-features/src/main/java/com/tchalanet/server/features/pos/tickets/PosTicketsController.java,65
tchalanet-server,com.tchalanet.server.features.pagemodel.dashboard,TenantPageModelController,Tenant • PageModel,/tenant/dashboard,GET,,/tenant/dashboard,tenantPageModel,isAuthenticated(),,tchalanet-features/src/main/java/com/tchalanet/server/features/pagemodel/dashboard/TenantPageModelController.java,27
tchalanet-server,com.tchalanet.server.catalog.drawchannel.internal.web,TenantDrawChannelController,Tenant • Draw Channels,/tenant/draw-channels,GET,,/tenant/draw-channels,list,hasAuthority('TENANT_READ'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/drawchannel/internal/web/TenantDrawChannelController.java,26
tchalanet-server,com.tchalanet.server.catalog.drawchannel.internal.web,TenantDrawChannelController,Tenant • Draw Channels,/tenant/draw-channels,GET,/games,/tenant/draw-channels/games,gamesMap,hasAuthority('TENANT_READ'),,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/drawchannel/internal/web/TenantDrawChannelController.java,53
tchalanet-server,com.tchalanet.server.platform.tenantgame.internal.web,TenantGameRuntimeController,Tenant Runtime,/tenant/games,GET,/runtime,/tenant/games/runtime,runtime,,,tchalanet-platform/src/main/java/com/tchalanet/server/platform/tenantgame/internal/web/TenantGameRuntimeController.java,23
tchalanet-server,com.tchalanet.server.platform.entitlement.internal,TenantCapabilityController,,/tenant/me/capabilities,GET,,/tenant/me/capabilities,getMyCapabilities,isAuthenticated(),,tchalanet-platform/src/main/java/com/tchalanet/server/platform/entitlement/internal/TenantCapabilityController.java,20
tchalanet-server,com.tchalanet.server.platform.notification.internal.web,TenantNotificationController,Tenant • Notifications,/tenant/me/notifications,GET,,/tenant/me/notifications,list,"hasAnyRole('TENANT_ADMIN', 'SUPER_ADMIN')",,tchalanet-platform/src/main/java/com/tchalanet/server/platform/notification/internal/web/TenantNotificationController.java,47
tchalanet-server,com.tchalanet.server.platform.notification.internal.web,TenantNotificationController,Tenant • Notifications,/tenant/me/notifications,POST,/archive,/tenant/me/notifications/archive,archive,"hasAnyRole('TENANT_ADMIN', 'SUPER_ADMIN')",,tchalanet-platform/src/main/java/com/tchalanet/server/platform/notification/internal/web/TenantNotificationController.java,91
tchalanet-server,com.tchalanet.server.platform.notification.internal.web,TenantNotificationController,Tenant • Notifications,/tenant/me/notifications,POST,/read,/tenant/me/notifications/read,markRead,"hasAnyRole('TENANT_ADMIN', 'SUPER_ADMIN')",,tchalanet-platform/src/main/java/com/tchalanet/server/platform/notification/internal/web/TenantNotificationController.java,74
tchalanet-server,com.tchalanet.server.platform.notification.internal.web,TenantNotificationController,Tenant • Notifications,/tenant/me/notifications,GET,/summary,/tenant/me/notifications/summary,summary,"hasAnyRole('TENANT_ADMIN', 'SUPER_ADMIN')",,tchalanet-platform/src/main/java/com/tchalanet/server/platform/notification/internal/web/TenantNotificationController.java,40
tchalanet-server,com.tchalanet.server.core.sellerterminal.internal.infra.web.tenant,CurrentOperationalContextController,Terminal • Operational Context,/tenant/me/operational-context,GET,,/tenant/me/operational-context,current,hasAuthority('ACTOR_SELLER_TERMINAL'),,tchalanet-core/src/main/java/com/tchalanet/server/core/sellerterminal/internal/infra/web/tenant/CurrentOperationalContextController.java,28
